originSize: 158823    uniqsize: 29003
SIP DIP  SP   DP    PROT     NUM: 
1883263686 2310423246  32833   443    6     1
2479487287 3547002475  44891   80    6     12
1246315291 737993028  80   59039    6     3
1956916423 19157056  25510   443    6     1
1805949367 66789565  47391   80    6     2
1498220993 3504996182  57414   443    6     3
3610647519 2579574649  55394   443    6     4
3692778514 60806334  31233   443    6     11
2356016968 602983411  63398   443    6     6
1783899899 19261681  19159   9339    6     3
59257947 2425386010  80   25757    6     1
2817820493 1797028151  59742   443    6     4
3384600611 19682172  42497   3478    17     1
2998084330 1158353785  10590   443    6     1
730555746 19114671  45240   9339    6     1
3597184529 602983408  48651   443    6     3
1698519470 97516102  57696   80    6     3
384541369 100417831  4547   80    6     3
2981776451 1807548328  58180   9999    6     4
2151389706 23111441  60853   443    6     1
661717165 100427415  53864   80    6     4
1917102295 23549933  80   32929    6     7
849264730 23105349  8878   443    6     1
1967352195 3503580294  47323   443    6     3
3537674408 1797206261  56364   443    6     7
1906143834 66723831  54597   443    6     1
2398696688 2828228185  30941   443    6     5
730555764 24038194  12765   9339    6     2
730555016 23428916  3450   9339    6     1
939140604 1099793387  2048   28444    1     1
1721236724 3530307838  51021   80    6     3
1671310458 19822516  40450   8100    6     6
1831706711 19880663  5813   443    6     2
3573916089 23828958  45694   443    6     5
3576486239 2579592652  44724   80    6     4
1980431466 19731419  13445   443    6     3
1341312817 3504996105  41493   443    6     1
2476397142 2751362901  7268   3418    17     2
730555787 21792296  37489   9339    6     5
2389379598 602983422  39389   443    6     19
3524721023 3546973565  443   48932    6     7
3524721023 3546973565  443   49095    6     6
730555778 26425636  33512   9339    6     1
1367957418 1166163845  25058   51413    17     8
1376679157 3530317241  21492   80    6     3
1864759894 19138845  55239   443    6     2
1755949647 737134978  48794   80    6     6
3081935488 26399505  52965   80    6     2
2184116279 52992146  51657   443    6     2
730555657 22738387  57369   9339    6     1
1246725281 3710835821  38430   80    6     4
796107671 1225187065  5223   62604    6     1
1876011436 3530307835  36707   80    6     3
730555760 19267887  15961   9339    6     1
1837636142 1711526091  2918   50455    17     1
1671310458 66037573  17835   8100    6     10
3597190494 3710836198  51769   80    6     4
1760131651 1760528506  42336   9014    6     1
730555812 26699966  2893   9339    6     7
730555749 27136379  4609   9339    6     1
730555019 17630602  5866   9339    6     1
1113912717 3530307824  20324   80    6     3
3696224751 23816035  9851   443    6     3
3717944352 1875764397  22   37550    6     1
1876560824 3547000634  64339   5590    6     1
485081090 23107272  16824   443    6     4
2730980886 1264218235  58168   80    6     1
3575236614 19299833  8816   9339    6     2
730555760 16794068  59762   9339    6     1
1671311028 19822516  59288   8100    6     1
1671311015 19822516  56264   8100    6     4
2365353169 1875764421  51282   59604    17     2
602986505 1257174870  443   33389    6     12
730555773 16851627  21199   9339    6     1
730555801 16881078  52591   9339    6     1
495348793 734964507  62165   80    6     6
3597182437 602983364  40243   443    6     3
2390633614 3524335343  9462   4309    6     2
3375740887 2927085068  443   39337    6     2
3480911112 3710836087  50902   443    6     1
602981119 497247205  443   51705    6     3
730555779 19033841  2529   9339    6     2
3088415618 3547001404  80   59068    6     3
2121147657 66790355  50528   80    6     1
3694006705 731103684  64179   443    6     11
1224761376 3504995887  61583   9050    6     1
3562363120 19385713  23532   9339    6     1
2153010516 19701403  63430   80    6     1
1246725282 3710835718  63878   80    6     4
3496596840 2579574617  80   60121    6     8
1671310434 21064175  63068   8100    6     6
1458714102 371287780  54596   25    6     1
1967301719 23905912  50592   80    6     3
1760125421 23838419  55419   80    6     1
2139938598 66700030  3228   32100    17     1
1101171499 19709676  80   34031    6     4
3341189422 66977391  34433   80    6     2
1716080312 734983339  1736   80    6     1
3576570278 65968061  64204   80    6     2
2576076322 3720603432  51091   47501    6     3
1956939151 17767633  39831   9339    6     1
3341333579 3530307838  50476   80    6     5
2682729894 737087988  46002   443    6     7
730555791 16851627  27644   9339    6     1
1864759832 65882345  49818   80    6     1
2116647199 3504996105  32890   80    6     1
1671310458 19875634  57178   8100    6     6
2170467983 1797078740  80   16699    6     2
3578268570 66719568  62517   80    6     3
1991344833 65947458  57713   443    6     1
1813688543 23111664  23536   443    6     4
1455456240 1875712502  35313   47399    17     8
1805944791 67065261  57537   80    6     1
1467900346 2579574608  80   63944    6     2
2478608452 380843218  443   27784    6     1
730555790 16851627  30200   9339    6     2
864802466 1714138362  59826   443    6     4
730555787 19033841  25752   9339    6     1
1876964712 1093332225  44952   80    6     2
1105139129 100409483  49841   80    6     2
1783899791 19325884  50716   9339    6     1
2153006158 19084319  64260   9339    6     2
400292109 2579574579  56708   443    6     2
730555754 24038194  31999   9339    6     1
1956961552 737135090  22918   443    6     2
730555744 26651413  23046   9339    6     1
2032914298 26536233  59581   443    6     3
2476397446 19138845  40927   443    6     3
1246725283 3710835830  59052   80    6     4
3619443799 602983364  54476   443    6     1
1754676953 721986800  50689   443    6     10
730555763 26617408  37890   9339    6     1
1224742650 3710835986  63431   9050    6     7
1159124913 2379611526  443   61777    6     7
3088415618 3547001406  80   38648    6     3
1886908033 23483447  59395   443    6     1
400292173 2579592491  64130   80    6     6
1113914785 3530298396  29513   80    6     1
730555779 16794068  59532   9339    6     3
666228244 2310409778  28079   443    6     5
1742657575 721978123  11971   443    6     2
2641434568 19667451  15992   443    6     13
1892488848 3530307825  49216   80    6     3
1956913285 21773119  27060   443    6     1
1671310342 26270610  37207   8100    6     8
3619443782 602983408  33579   443    6     3
730555791 17802978  37782   9339    6     2
3692777672 724248604  80   61328    6     667
3619443796 602983411  41198   443    6     1
730555785 736977147  23980   9339    6     1
1838352614 16794434  17145   9339    6     1
2341638460 602983364  55741   80    6     2
1805949562 52955898  44658   443    6     1
3082649520 65953440  35381   443    6     1
3597182435 602983371  56757   443    6     1
2399824261 602983381  50089   80    6     7
3541899501 1093329981  39026   3180    6     7
1271987410 100432468  58869   80    6     3
2518520246 2579574620  44107   12347    17     1
2341638410 602983364  38174   443    6     4
722002242 2579574353  65265   443    6     5
602981067 1490052629  80   53107    6     3
730555755 19325884  22595   9339    6     2
2301294547 602983415  57154   443    6     1
1783899786 736977147  1697   9339    6     1
3349178089 2579574771  443   57362    6     6
3639307692 23905153  35757   443    6     3
730555019 16922196  50234   9339    6     1
1617131149 22145666  20876   443    6     2
1944976016 2439476421  43236   443    6     9
3505193890 3530304414  43290   80    6     5
3696224684 26238839  30470   443    6     4
1642694488 3530307824  56474   80    6     3
730555745 16851627  61671   9339    6     3
1720604342 3530307824  56183   80    6     1
3514958924 602983408  43650   443    6     5
1168987837 734964992  52495   443    6     5
1110984013 1760528506  53556   9000    6     2
1783899794 22100091  54934   9339    6     1
1113913990 3547002475  29146   80    6     3
3617879020 602983364  48474   443    6     3
375383954 1257169113  443   50010    6     1
1912944681 23106907  56078   443    6     3
666310695 26311215  34041   9092    6     2
1760131669 3503580338  61141   80    6     2
3482018196 23473683  16338   443    6     3
1697409445 2637498165  56785   1234    17     1
2139464641 737118809  50211   80    6     3
1805944707 23520610  47190   80    6     6
2130134638 737116569  59975   3478    17     1
23871825 23131501  24495   80    6     4
1762919533 2579574503  61833   80    6     4
730555782 16851627  51627   9339    6     1
1805944679 23473752  56143   80    6     2
2153013201 26531936  19718   80    6     1
23887024 23106123  18612   80    6     9
1876008657 3530307835  3180   80    6     3
730554381 2310469933  7925   9339    6     3
2158992150 66848927  60000   443    6     4
730555818 2310461246  49412   9339    6     1
1190085152 3547002475  11689   80    6     2
2153006114 26652422  32462   9339    6     1
1113913380 3547002475  10589   80    6     1
3597182457 602983381  50743   443    6     7
3329429161 737085348  33523   80    6     24
604330155 23839967  35569   443    6     1
1808678634 1760528532  55673   1194    17     10
730555656 16962131  12738   9339    6     1
172565815 23905456  60108   443    6     1
1919759800 23108053  35306   443    6     2
2292082425 1130604740  443   49928    6     7
1968930778 65953440  51862   443    6     7
3529646472 2828224483  51190   443    6     44
3053516548 1093332247  58326   80    6     8
2344097703 602983365  9188   443    6     1
3696224706 1797190520  19386   443    6     1
730555797 2310469933  63033   9339    6     2
730554381 16881078  23212   9339    6     1
1944876819 1797162465  40585   443    6     2
1783899899 16920503  17234   9339    6     3
730664886 602983415  37387   443    6     21
1461192370 3504996339  51033   53    17     1
1800325256 724248705  19810   80    6     6
730555744 23428916  34038   9339    6     1
3619443781 602983369  55531   443    6     3
3619443781 602983369  55518   443    6     2
1865136451 2298805027  53   45892    17     1
730555809 99665261  7975   9339    6     1
730555822 19089274  16755   9339    6     1
1119213270 3546994186  53753   80    6     2
2421918858 52984027  49944   443    6     2
1670602630 99686566  12393   443    6     1
730555016 2310469933  44296   9339    6     3
2153005411 18995023  24047   443    6     1
481182889 60164439  61655   80    6     1
3081435789 23490921  34085   80    6     2
216923394 66671918  61677   80    6     1
2897493310 3530307824  59891   80    6     2
1808678634 1760528532  12298   1367    17     10
730555656 99651588  47724   9339    6     1
1671310342 59082223  44643   8100    6     6
3088415618 3547001406  80   38656    6     3
172903185 16801397  38037   9339    6     3
1101171499 18964234  80   12814    6     2
1671310342 19817851  47509   8100    6     3
1671310356 19833854  49710   8100    6     4
3305778150 1797011703  52084   443    6     9
1783899791 17038160  20276   9339    6     1
1838352451 17038160  34877   9339    6     2
1671311014 58985818  54282   8100    6     1
